nft_phishing,source,label
0xd2758bcb74e34433ec602d3c86b866e1594ffad5,scamsniffer,1
0x4f64e8f52b2a3d45777c4e42fbcbf9e1d036d39b,scamsniffer,1
0xf318f347d6bcb52251c32f290b07ac63efb24fcc,scamsniffer,1
0x5a83994776c9cfa7a049548bffbf003901b9764e,scamsniffer,1
0x750b4868b11f9b6cbbb9e1ce4770ffb8852d0e7c,scamsniffer,1
0x53bacf6b3ed1b0c11d2b3ebbcbd94eff79bb7e80,scamsniffer,1
0xaf92d25248767357041c002ea5ae24ef350102ef,scamsniffer,1
0xdd1e5fad1b867499bfb1987bb783a17ced9a1171,scamsniffer,1
0xdcc8dddd0968583aaccf5918ff42ef33f9f78fb1,scamsniffer,1
0x191326db16ed40b20f716803e299f219cf92ad2a,scamsniffer,1
0x669fa54badd538af64d3190b228e164e3b3da3ad,scamsniffer,1
0x45d2c20b50bd34f09f9c99d3b94ceecf9804437f,scamsniffer,1
0xe334dfd881df87df9763ccefaeeb2c9c84a5af58,scamsniffer,1
0x1c1167aba95a55d33eaf10248dba7d5071cb15e2,scamsniffer,1
0xbe3439bd3794f2775d48e501c9c5e1708514d233,scamsniffer,1
0x92ddd932c53ee820eb9397e03d865392c396d836,scamsniffer,1
0x920ac5b379ade32b6fa8922e34ada3bc96519dd0,scamsniffer,1
0xc66ea26c7f8c5fe08b8a1b0519df9e0b2618e169,scamsniffer,1
0x125df0f86af92b74faea5fcdcdd0344eb087c3b7,scamsniffer,1
0x6b7bd5c336eb08c801e60566a92a8451172bf689,scamsniffer,1
0x449774e801d03d425d370732f3378df5782c6f20,scamsniffer,1
0x9a64c1be24576d72da486f27cfd3fb079380a918,scamsniffer,1
0x1fdeb062c5f37524c6c51d2817be6448ae3ca53a,scamsniffer,1
0xfb4d3eb37bde8fa4b52c60aabe55b3cd9908ec73,scamsniffer,1
0xc5056538b510a898335291b387a35042dcdcb00b,scamsniffer,1
0xcb804f75f641bc6a876aa0b682c1e3d6fcac2a07,scamsniffer,1
0x2bbc6c0827663dc05d5c63ffd05eb624b9edd8b9,scamsniffer,1
0xf53656409045312755aba5a1d6d62307e985e050,scamsniffer,1
0x7df0f9bed21870f4b3e8060ef6f8ef804f03a6fd,scamsniffer,1
0x3c6e151577903cb995baf4583fe4247dc2c2b751,scamsniffer,1
0x7ce41629617d9e71a2dbc0bb855d90cdffcf0ac5,scamsniffer,1
0x8b944239c2b808171ad0c83921dfe429d91afd73,scamsniffer,1
0x6b5b8024161816cf44f3553d76f1e337b8cdb54f,scamsniffer,1
0x7f1c4252c0f2ab6729aea76f4e6de7f4958aef97,scamsniffer,1
0xc8bfd14b558a9265eb2405ea55f26a42cff8b569,scamsniffer,1
0x2aaabdf45bf223283d4bca613c848a11642aee64,scamsniffer,1
0xc81476ae9f2748725a36b326a1831200ed4f3ecf,scamsniffer,1
0x712dd65e00d630b035d1185a61bd902d3a1f150d,scamsniffer,1
0x9a87d4c0a898f3c4c0ed47c551ee10adf234f8b4,scamsniffer,1
0xb3e5c6be2480850d92b9641fd327aa4a7423f95d,scamsniffer,1
0xd7694264c87b864d32b2f4bd14f07b5cdd60a100,scamsniffer,1
0x79c3af7677028e1183c54dd655ef4a9dad7b84b9,scamsniffer,1
0x2f1b74a151405dc653d0ae5ca3a61c60e4cce220,scamsniffer,1
0x9caca9694709a1c120f9422155300d3814da16d2,scamsniffer,1
0x1ba383587e6b6e8925bc2fff5d6165ab8a2eeaaf,scamsniffer,1
0xff53bbd8bc335ee5f5b60dcb76efb2f59964b1a5,scamsniffer,1
0x5b372d489f01c9f54946993d7049cd182af98866,scamsniffer,1
0x6f07183cebcc9a704488ad58db5d93022e2f4173,scamsniffer,1
0xb90ebbf995ad7b30d1a3b2653e1ab3ecc16b9acb,scamsniffer,1
0x34e99d7def1d3da235bdb9046a7ea2cebdd71eb9,scamsniffer,1
0xe36d6371d5742504a8d1679ea7a6aa5d81e82dbb,scamsniffer,1
0x276c094b89367eefad5f3a8545e692cf8a7512e8,scamsniffer,1
0x321ddd97643b8a49c566eddad394075d6de09ce0,scamsniffer,1
0xa69f8d3f55e2010012d59feb359ebbb258b00b0a,scamsniffer,1
0x42bac0718917c3c27d8cb41733e0a4b474ccf447,scamsniffer,1
0x6c18c8039566c823ddb99eaa31e2c391a4c49904,scamsniffer,1
0x6efe8236f3e41e0237d75d14d4cc893e0f26b003,scamsniffer,1
0xe601c884843a075c44c2c0b37144cabda8f241bc,scamsniffer,1
0xff178b609ee25267abdf8641a2cc18cf86f88dfe,scamsniffer,1
0x67a8142d93ec172175bccce4969873058b56290a,scamsniffer,1
0x194c07e44b6a7d3b8c64426f031514700e9281bf,scamsniffer,1
0x85bc0d58556f41f0463927c9dcb81d190f452610,scamsniffer,1
0x6625a707a229c9f77b6dddfe88fa8f6f1a03a293,scamsniffer,1
0xc6f5341d0cfea47660985b1245387ebc0dbb6a12,scamsniffer,1
0x44136967f00f65fafdf27e8b8c7fe5aa7f523695,scamsniffer,1
0x945e5da00ff55feda8c4ad9b8cda225d014e219a,scamsniffer,1
0xe3d77a45330276fccd6f003cbebdbb13a1f76877,scamsniffer,1
0x714f9e905f131a95603530d61d9eeadf884b119a,scamsniffer,1
0x465f1e668ca098cd9fe7bef3c48eb5aaf3868ad0,scamsniffer,1
0xd6d60b0aef43c6054681ee5e6066ecacc137485a,scamsniffer,1
0x32579485f88c817f7eb89999f9ffe4e4a4592af1,scamsniffer,1
0x19222cdb906c6d090a896d102b19116be914e6f1,scamsniffer,1
0x7e56b683b7e1abb561b2581d3de6077ed683b872,scamsniffer,1
0x0f79ac46778e570db5ebac5c08c614448219cd2a,scamsniffer,1
0xd2bc8e2af8b98701fdac23ccb30a1bcdcb2f8875,scamsniffer,1
0x936bb1645379a30b2c6a3e7da9313bd96818ebc2,scamsniffer,1
0x124ba0671024cc8d3df23cee5da034076797b7a2,scamsniffer,1
0x9aa06b7f6c821c1b0c19c4c60ae217b83d4f70ad,scamsniffer,1
0x08ec5448e52775e0311826b92e38e4cc1f8b03b9,scamsniffer,1
0xc5e0ac69131ca5089d1c9f6a2c48148f7ead5856,scamsniffer,1
0x31fc98c35ff935a0730acafeb32b7cf344622dae,scamsniffer,1
0x1feeb5c715def8b8eeea227739aa50a539b3d708,scamsniffer,1
0xbe3d1ffd2a7bea5f91b46a6320f5ceea53b73f1c,scamsniffer,1
0x1ff272d28d7f89455c00843f26d787b3b3245d8f,scamsniffer,1
0x60786b4545cdc03749d6230d31ef71c56151cf6b,scamsniffer,1
0xb27f09b4be98836649c19c294293836695dd97a4,scamsniffer,1
0x96106da84933b3867bbb7c235243ddb0bc0d65d7,scamsniffer,1
0x3c2cb71cc219f30a1c1840addd084bab5e31f8bb,scamsniffer,1
0xfc0f10845dec1420be18816f40cdf79eefbc56e0,scamsniffer,1
0x62474d6c379788be4f9cddc0e67c3013a78522d9,scamsniffer,1
0x3fa8f47bbf2cdd5b01adfd75fa9f0af659dac7db,scamsniffer,1
0x7eebaabe82af2a52949404d377aeff4188286e9d,scamsniffer,1
0xb20d1f946aa917087d9f0fd23eca11bb7e738fcb,scamsniffer,1
0xd05ad33117098b6250853b77d6e4ae07689e09cc,scamsniffer,1
0x567d1775308f920908ca2de61b7667f5cd636558,scamsniffer,1
0xa3fdf93843fa411e9cb9411bd841689ff1dcdbbb,scamsniffer,1
0x4657072869f9619b8f0464eff47a9f23fdb768c0,scamsniffer,1
0xe060a50caacd04e50e66cca80f76962584140874,scamsniffer,1
0xcafdbdcfc075d0b68f2b319ae01aabe40c63a7ff,scamsniffer,1
0x02079885dede256a209c4c056e2b6d5cce64a488,scamsniffer,1
0x157c88c1f0c07d8e2dc4b21b6370147cb34b3a97,scamsniffer,1
0xadb26e803bd5f6287b7329ccdbd31a81baa8e605,scamsniffer,1
0x11efa79e588f4a5c88c2f4652be7c87546fdeb77,scamsniffer,1
0xbcbf47d57886a50ce75c95e411d7e09c2e82e0c7,scamsniffer,1
0xcdb94670ae9b985287363190cc3e9ca46610b685,scamsniffer,1
0xbe659b2fc06e6d54705acbbd1d931cf703043802,scamsniffer,1
0x08a66c51e2d16a44c91592c8d5e62ef94bcbf4aa,scamsniffer,1
0xff30b32c7e7da16cc7cd100a54ecd77b103d1a1c,scamsniffer,1
0xd2e9667e0de2b6b5899fa9530ec5c823f5c0fa43,scamsniffer,1
0x137fcc71e3be35b45e6246e5f3cdcff2c457af78,scamsniffer,1
0x7ac02207250ff4fee68e587ee6571f0725376e96,scamsniffer,1
0x63ae15f74612d63ed5bae303fb1bab66f1b816ac,scamsniffer,1
0xeea751b3c4319201eeda7baf189408bd6f522d58,scamsniffer,1
0xb85492afc686d5ca405e3cd4f50b05d358c75ede,scamsniffer,1
0x3659a7ad20e886ace6dc2b1cdee383c0e948595e,scamsniffer,1
0x8ab0dcb4037130b62166119d7d1e302c21b6dc38,scamsniffer,1
0x289a94694bbd7d1441cbc51ab9be0ae5997e0c75,scamsniffer,1
0xa7d0c0ece37ff638dec6191a048ef15c63fa53e1,scamsniffer,1
0x354bd558a511a32af58f965cb780f66991893470,scamsniffer,1
0xabb8472a739c7c2abbcb0e725fb46a87a4be8f2a,scamsniffer,1
0xbe71c0e9e695810f3a18c1814a93bfb9940c82f8,scamsniffer,1
0x93ee633542a503e5f4d7d813baf3e0b2d5b94531,scamsniffer,1
0xe8d20921738ebb9f38c416cafd49ec406646e4f9,scamsniffer,1
0xab45b218954f0c5c8a88e0b9b33b4c4852c67a5c,scamsniffer,1
0x422e922f018d6661375a7139a89839328aa130dc,scamsniffer,1
0x0b80ace6ba77fb95c61d4832286179ab5bf3fa09,scamsniffer,1
0xaca447eba1d8c9175b276ac7781e09819ed214e9,scamsniffer,1
0x3ea0a4a663a00a9f17f8238c78087b8e51ffd94f,scamsniffer,1
0x2ec00718fbcfdddebeb3a4f2bbec7e82072154a9,scamsniffer,1
0x841eb9c3175638c96c3be91ae7d014df6771eeab,scamsniffer,1
0xb6cee95674be83dbc0e600f60257b8a2141a8b1a,scamsniffer,1
0xbb7e94b6d292443bcf665eb9733a79d27fff8294,scamsniffer,1
0x68f5e08784d6e0725051c8850c016372fb62231d,scamsniffer,1
0xfda3288b42e80ccbf0a0c62b077018d5d7a84725,scamsniffer,1
0xb324c10f5779e42445a70b5ce5331791adcc6f43,scamsniffer,1
0x34f3f4ba979e177a517970e014250cab61a80529,scamsniffer,1
0x8d50d2eeeed7ea1de60c51ba3f767e48dfbd2320,scamsniffer,1
0x02530d90b5555d712d76d3feef3b43fe0afac4b3,scamsniffer,1
0x13563fc204ec40cd52f0429fdf085ce88a55f51b,scamsniffer,1
0xd17552cb589f3fbc2ddf479170b36849d3c56fdc,scamsniffer,1
0x31eeb80f47c37163d2457a1f66a1a89776e7dd47,scamsniffer,1
0x39bc02af76ca261b9bc1ff9bf54696d79ffff059,scamsniffer,1
0x32d4e198de5427bb0fc43e1cb316ecdb3ff855a7,scamsniffer,1
0x1665bd914c07be16293d08b114d790297b53d73d,scamsniffer,1
0xb49fd56a219ee2aa41d8d58df3cbeb3360899994,scamsniffer,1
0xc0fdf4fa92f88b82ccbebfc80fbe4eb7e5a8e0ca,scamsniffer,1
0x4c0c0cf65e31baeb7b9cc104ada6658875cca172,scamsniffer,1
0x49236d2c94f6f223c51e7398d23df812cf662834,scamsniffer,1
0xf7f0c779f7e53f989384f366b955d29203fb44be,scamsniffer,1
0xe4be9c171333171fb2f9e1c593466946d99ebccd,scamsniffer,1
0xadf928d05690a3940b8bb28422076bf06ac43cfe,scamsniffer,1
0x9959e2974a3478101defdab9bb2f3ca05725ba3d,scamsniffer,1
0x0e0bb0cc029c221277329552403c976e1bd176d2,scamsniffer,1
0xb0b5cd643f2a0c4d8f1a35a55f541fed7dbb3976,scamsniffer,1
0x1be4a9079abb69b6e2ad0503292ef7e1ae4853e3,scamsniffer,1
0xc75269b342c1b7f4cbb82e80a7986878ac0f545b,scamsniffer,1
0xd52e9fcb6ab9ba8270de2183e781d98e44f1d8e1,scamsniffer,1
0x10a60f358ce60d538d4f4a46b77c00a5f01bc48c,scamsniffer,1
0xb6280e57f48d7083089d4b87989caa22e1c1b9b9,scamsniffer,1
0x9864d21466010ffac0305ba9e6039976aab40995,scamsniffer,1
0xb42e42c80f6af7b6afd8877f4853f0bbc0eb3a43,scamsniffer,1
0x1d1029baa2be66bd58be041657c9cddc0de4ffe7,scamsniffer,1
0xf02c21668962abba296040c276987ea7fa4d4cc4,scamsniffer,1
0xe9852df43c7d6355d1c417017ea457731242812c,scamsniffer,1
0xef0159e704d06c888a140a50e06b3eab8375b538,scamsniffer,1
0x40c8590f2d2f543689b42f9a1f1872cb7461aa0d,scamsniffer,1
0x05a242216b23a44127c6643ab5a7b90f1193a2ed,scamsniffer,1
0xede26742364289d24a3c17d11b293b09ff63db1c,scamsniffer,1
0xff92104ffa62db76aa7fc9ec97442dacfe05e99c,scamsniffer,1
0x667200d20087357f77a5b5e5805575285ee27571,scamsniffer,1
0x36f0ee52adb16837cde15ea4f7c8b38e7e0f6841,scamsniffer,1
0x3a0581cca42427fe9319c13c56df3a6e16dd7d71,scamsniffer,1
0x119001d47731f5bd8683ed6b9103034302f884e2,scamsniffer,1
0x93bbf194175c0bddb2812f60b4eb70ef2bb17bef,scamsniffer,1
0xa70d0709987c5a27f2bac0f39abbc4d8cf6d03b4,scamsniffer,1
0x0d524a5b52737c0a02880d5e84f7d20b8d66bfba,scamsniffer,1
0x448891c149a699264daa8b9b290d2b5983bf48cf,scamsniffer,1
0xf4f693b1c92e68711c9b48a5e4be605e073f2a38,scamsniffer,1
0x6e5fb49eb89f0e6dd2f9e0220935a0de3dd35485,scamsniffer,1
0x3ed51228140dc85661c4a4b305b9855474557c4c,scamsniffer,1
0x39ef68fea5b33d0aeaa5b0598a7109853c0a1dfd,scamsniffer,1
0x8b10e17e33745bb4ec69aad01e6c4a1db86a4332,scamsniffer,1
0x80b750e36eca41f0d5b96aefa875de133725044e,scamsniffer,1
0xaa1405b7a1048cfe738c8ee710851c434c8eaafc,scamsniffer,1
0xcd4d7ac2676443e375d677fbac163e5f368b4c74,scamsniffer,1
0xe43dbcfe0117d6f039ba23427e68e10cf0bfa116,scamsniffer,1
0x75e44f7541d5ce46f4d21075b45760f109c14b51,scamsniffer,1
0x75798c3c28d95c96705d77bd7b906c2237ef9659,scamsniffer,1
0x29dc991289d6ebe5a25d1444dcd83654fde67d76,scamsniffer,1
0x0a70ee94a9e03ef2a82ebede121a38843a600f44,scamsniffer,1
0x2847d5bbe7e0851533303467d6dadfdf4fcdc619,scamsniffer,1
0x34f77aac4810a075415ba06589d8d76a14008c0f,scamsniffer,1
0x2d25719aa237cd23a214388cd8c8487c7b76dc8f,scamsniffer,1
0xd90f4010d38d9093f90011df4971597c5e3af2ab,scamsniffer,1
0xca16d13d5eed95f200426a9fe7a71d52a88948ab,scamsniffer,1
0xf92e8f57795d50149319c5f4e28aef43afdb4645,scamsniffer,1
0x9e66c0909892d4c4c5cfcebcdc04160bc68266bb,scamsniffer,1
0x7a8bcb8cbb69c65b8ec9b3dec5ca8b7a822f14f2,scamsniffer,1
0xe00381c4904005f84998a43343357b56327d262b,scamsniffer,1
0x0112faf0cc1155f6c277c724c23fcb66f8accdd1,scamsniffer,1
0xb4d1d11458eaceaa8a0105f458c5fc31c9bbe8c1,scamsniffer,1
0x3cca40ac2a62aceefdfef11f821817ba56ef7b49,scamsniffer,1
0xc83c726fc623d482e85a1f68c7beeda70849e4cb,scamsniffer,1
0x61843ec42caf7f3f5e97f96f90725fc7bd3c43dd,scamsniffer,1
0xa5fa5d90ce4e1c41ea0da1d116ba6d3b270a12bf,scamsniffer,1
0x068e755258285ca7b4cd3acb0e855b878e89a9e1,scamsniffer,1
0x10677d8dad1412bf068b9422068759b13b11cb0d,scamsniffer,1
0xadf363c6090f911f20c1b59a99928bcb5eed0e5c,scamsniffer,1
0x685e7db34eae3320fe1673b1507c12b6a6a19324,scamsniffer,1
0x3569563839c4e308f09122126b4fad3ecaa99999,scamsniffer,1
0x710b5bb4552f20524232ae3e2467a6dc74b21982,scamsniffer,1
0x85f1eea6c1159f68742c6c959a6a6d15daaf2471,scamsniffer,1
0xdcdcf1f321ae47eebbe94f695483529d03e52395,scamsniffer,1
0xf89964518fd091aae7dace0132f8ba81e726723b,scamsniffer,1
0x7bc415201e3a17d6624b586aeaefd9e2a0b1b8b3,scamsniffer,1
0x7a4a2cfe122f7d84759e486056d8628df7e86837,scamsniffer,1
0xd10471a6f98be2fa63e8678b1067ee10b151ae22,scamsniffer,1
0x935d9c4da96c55bedd432f0fa73f0958aed3d51b,scamsniffer,1
0x28c8d8709a341713bddb3f555de4ef4448e064dd,scamsniffer,1
0x69b66678ed3d62eea6e3a8b6c4ef9882d40c3568,scamsniffer,1
0x1abf0a2edc83a25f51412d685fe15bb51597732a,scamsniffer,1
0x627fe14e789380067688058c1f23d16b0690eb2c,scamsniffer,1
0x11ceb3aab35e2510d7eee3728468cfea7c39bee6,scamsniffer,1
0x7d8904598e5ec80ffb241349767a1840bd35d51d,scamsniffer,1
0xf3cc7bf7b8cf56bcbe500ff0af063383f97108f1,scamsniffer,1
0xa2247caf5a46bd2fda546d7bea4f83d7aeec0ade,scamsniffer,1
0x307116674a0a2fdd50405d26699596c7f7d76db6,scamsniffer,1
0x29a470bb2dd172340ec113ebdcc2f3ef762ab0a7,scamsniffer,1
0xb6a5b73a09d2baa393498bff8e6af502f57022db,scamsniffer,1
0x6fae7fc943edd3ff852176abe2a1f7e1dd1b94b7,scamsniffer,1
0x32c1e913bc165fefa7cb2f6f15f1671f709c9cd2,scamsniffer,1
0xd2089ff4e050a29e85fb5a447f83628e2a697555,scamsniffer,1
0xbd4fee42893e8bac47541dc2b5229d7139186666,scamsniffer,1
0x0a01f08edd363c2179e0d2c73f147550899b2717,scamsniffer,1
0x82753c8853cd650699e23d42810587f07f98460d,scamsniffer,1
0x082666f545ec0c9aa60f2f02d175da4955b954ae,scamsniffer,1
0x8d30ae75baa378e1194d4f95146b712e794a0c42,scamsniffer,1
0xe484a5b7b865fa138a3c3f8e06a02f72168b6a7d,scamsniffer,1
0xa833ca45dee1a14d2582db2a14e68e309de2dfbc,scamsniffer,1
0x1890314ac916fc0ddb8d5f38d9ddc6d6eb51d12e,scamsniffer,1
0xed5afe2de60281d5247bec81e727c2af0b7d9c71,scamsniffer,1
0x071ed056f3373d0f0190af691dd9735bd7438d4f,scamsniffer,1
0x85b9ec2787d47b2cfc21445d19aba062cc3ce923,scamsniffer,1
0x41126e19981eb1bbfe92b1d1cc4fe7104b044ab2,scamsniffer,1
0xc74cdbbdfcfe02711dde8e7faca0f74186932414,scamsniffer,1
0x09faf279be240485fc8d77b271deca50b52e8899,scamsniffer,1
0x68ae722be0e8d360325e933bbd584de2a434f815,scamsniffer,1
0xbac0ffc1e838555504215c83f497627c921886a8,scamsniffer,1
0xbf3790474b0c2aad0f4783c68323a1c9011de414,scamsniffer,1
0x76c4bf187f40cfb56ee0a5e5f26fa1f804827929,scamsniffer,1
0xc33e89982b55d5cbdc3c651786ed243ab2e635b6,scamsniffer,1
0x0aa7f992dfb485cf9c4fbe9688f1ecdf9e0a15f9,scamsniffer,1
0xfe3179f5e373f266ed0e438b8c79769697436bad,scamsniffer,1
0x403ad631954bb71f4d5476cd61f395f631bc8824,scamsniffer,1
0xda3ffd3fbaa65e04eab0511dc8064effe86f1f85,scamsniffer,1
0x08bc4c07a72fd3bf26565516b5d6de1fee715885,scamsniffer,1
0xf78bf349211877e3b186f284e05a3b54d1daf764,scamsniffer,1
0xa11c13fce4fd7ffd899d05d0cfaefdb869408888,scamsniffer,1
0x54c3bdccf63c29f725dd2d9804c5655c863587ab,scamsniffer,1
0x36dcb078457b8a5cf71e628cf82c4a10ac85992a,scamsniffer,1
0x825b7f43510cdc6113c9c9eb148f2a08a1ed19a5,scamsniffer,1
0x5bcf729e1815879878dbbcb5af17978a36ddbf10,scamsniffer,1
0xad445ca90e15d587b1b6182dd47334a5990026b4,scamsniffer,1
0xaa01c987952db328de3aee15a06f38c7981ae8fb,scamsniffer,1
0xcc3ee5ab82949e84132e790e63a4105b9b599823,scamsniffer,1
0x04e4b9fa48e1bb06070a8d4b0fffafb124d06673,scamsniffer,1
0xb2da7748f16dbddef7c1963000c35b49297a7d06,scamsniffer,1
0xcfe3b948e8bd94d4f22b900a88825fc1e6695956,scamsniffer,1
0x1efb1df5bd17b2b9eafa9d7cb80e54239bb4174d,scamsniffer,1
0x9c5c4ce1454a9e93842cee9ae23563f07419008c,scamsniffer,1
0x3a156d5f158d77c0df74ee6be8fe423a59e92997,scamsniffer,1
0x177bb575b45d059510616a05d301f898dadde294,scamsniffer,1
0x9d3829eaac81a70f62ee3c0b5cc3b3f72f5bd1b3,scamsniffer,1
0xf3b87938cc132833670dc3463fac19656f3c7425,scamsniffer,1
0x37a51fd428bc37d5a3be6c43b32446c602c1983b,scamsniffer,1
0x4a57ae665ce8cc565eba852245da484695ed34ee,scamsniffer,1
0x1cbabbaef4fcac7a239bad0a2e92cddfe69dcf3e,scamsniffer,1
0x3da336601df9dccb0203f57922c919649a8981d8,scamsniffer,1
0xa342a1904b6fc4d659b7dae30fca2e87ef2f154a,scamsniffer,1
0xc092d93795ed6610ecfa9d454d534af3e029375b,scamsniffer,1
0xc9ca30b4b7dc3f2d9f3a618ba411c049d2f5fce6,scamsniffer,1
0xda7773726786caf41eb5343bf06fb66d2f9ce9f5,scamsniffer,1
0xd9480d925e283ebfac31877c5ddbd978185dff72,scamsniffer,1
0x8a68a6e2ca2b3cf5f0c042025af790d983442ba3,scamsniffer,1
0xe555d621020f6aa2cc10d62fe28b41581b15efca,scamsniffer,1
0xbeacbf07229385dcc064276d828abf3468d16de5,scamsniffer,1
0xc5602b6d8f56a145779495d0e21685d5d99c4907,scamsniffer,1
0x879cd104ede6f9e4148ef5a980773a15567b953c,scamsniffer,1
0x59cd817b39a7893a4103212fc434a6b8c172875f,scamsniffer,1
0x8e133cbac54740f9c908d53bbc01b510fe180c7e,scamsniffer,1
0xd2de285bff16440977e6b529b3a79c55130193a8,scamsniffer,1
0xb49dcb0036b03fe13480bf9d55c9694f225bdb2e,scamsniffer,1
0x15ad3b3ec1817e0dc9590cb776a8e9b30870fd11,scamsniffer,1
0x05584179486314536837e181d725e56560044bc7,scamsniffer,1
0x74fc83cf3b4b13bb4900e04c6ce1ff33867e8182,scamsniffer,1
0xc471df5418e2f07cf3c6dddda653bbb60508b192,scamsniffer,1
0x75134927e043e8b6e628ecb91891448773662cb1,scamsniffer,1
0x2408e38c358f1881ee18d6fe3583454ac991e70b,scamsniffer,1
0xca86010bed5f5d50deab2793dc9cafda5145052c,scamsniffer,1
0x291825a139fca1b17f1eb690a5afc913cb8211dc,scamsniffer,1
0xf27c161fd2d5cb03eee272d15c179778252e88b4,scamsniffer,1
0xbdab7c50aa43220d15a11006375c728731d449b1,scamsniffer,1
0x8fbe8655315d6b9ee32fe507db41825ae5b1e770,scamsniffer,1
0x3e54a1fcd9c45e9de7520282b64bb3f8e319aa94,scamsniffer,1
0xcad74065587d6d3ed2299fb120fbcb9f48ad5ccd,scamsniffer,1
0x59e1a078545ca14e0486e663da17321207092027,scamsniffer,1
0xbe03bc41e09809935eeb492a0eb170f92a5ec594,scamsniffer,1
0x5fca7cbce9d89ba2da086bcfae9b9223aeb7e6c1,scamsniffer,1
0x8b631a5a6b4225fc48ef8bfa22cc2dd48ecda338,scamsniffer,1
0x84c5c58476a022e216f7bae80eaafa44a27841ec,scamsniffer,1
0x55483cd25de645fd14d6fa637e55e565141d5166,scamsniffer,1
0x94535803712be3ab6f9c82a86538b2ac15d08364,scamsniffer,1
0xa722cba723d69a21421f2f6b91b074c3c8a27448,scamsniffer,1
0x83d97a71ff3a2cff96c25895530a9a70a67fc496,scamsniffer,1
0x719d6a9282e5976e1f828631c8e940e612739bfc,scamsniffer,1
0x7fe421a8fc84d3c58548e32f5d5fb7a7d5757e55,scamsniffer,1
0x6a2142b66b8d5c991c3699955e254a8b804d3e44,scamsniffer,1
0xd3ed4e39917805550a3fe4bfbc02455fee945e9d,scamsniffer,1
0x013c72cfa8cd9f3291d683c579df6cfeb397a7c4,scamsniffer,1
0x92c582a59582ae1c150e69125b2ea08e7594b6c9,scamsniffer,1
0x2f35c7983d7bd79fbab2c58c684cd050c41abba8,scamsniffer,1
0x4dba22c61b8818c94de797680840d25b1e2623b4,scamsniffer,1
0x7e4384ad48860ae13107b8c8a2b877191edfe2a6,scamsniffer,1
0x4721fcf90fe83f86bffa4e5f224694299b075c32,scamsniffer,1
0x4c3c6fda65cec9fe3fe341e3c494811207af8ba3,scamsniffer,1
0x40881dd5b6482854fc01d010ed99fd346f0608b1,scamsniffer,1
0x97ee8829546b083b21eb47b10a9c8d440361693b,scamsniffer,1
